type,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,X,Y,quality
white,7.5,0.2,0.49,1.3,0.031,8,97,0.9918,3.06,0.62,11.1,-38296.8398317527,230493.235110529,5
white,8,0.3,0.49,9.4,0.046,47,188,0.9964,3.14,0.48,10,-24132.6824967184,222434.884703161,5
white,8,0.34,0.49,9,0.033,39,180,0.9936,3.13,0.38,12.3,-39714.8410951426,230975.041051729,8
white,7.7,0.35,0.49,8.65,0.033,42,186,0.9931,3.14,0.38,12.4,-30234.2581736466,200355.498580242,8
white,7.6,0.29,0.49,9.6,0.03,45,197,0.9938,3.13,0.38,12.3,-17781.8649832234,261767.133300254,7
white,6.7,0.62,0.24,1.1,0.039,6,62,0.9934,3.41,0.32,10.4,-21787.4084832638,198893.055038016,5
white,6.8,0.27,0.49,1.2,0.044,35,126,0.99,3.13,0.48,12.1,-19615.3122947467,194467.838669066,7
white,7.7,0.27,0.49,1.8,0.041,23,86,0.9914,3.16,0.42,12.5,14673.2697217928,201703.182953844,6
white,6.7,0.51,0.24,2.1,0.043,14,155,0.9904,3.22,0.6,13,12806.798988479,203408.684522345,6
white,7.4,0.19,0.49,9.3,0.03,26,132,0.994,2.99,0.32,11,-40490.4064561555,228516.590341249,7
white,8.3,0.2,0.49,1.7,0.04,34,169,0.9938,3.05,0.37,10.1,-38430.8765399822,196639.678194722,5
white,6.6,0.3,0.24,1.2,0.034,17,121,0.9933,3.13,0.36,9.2,-18014.5008008146,204949.580985336,5
white,6.8,0.36,0.24,4.6,0.039,24,124,0.9909,3.27,0.34,12.6,-29253.40505343,264003.720756789,7
white,7,0.17,0.74,12.8,0.045,24,126,0.9942,3.26,0.38,12.2,-39457.6378381315,188835.440253149,8
white,9.2,0.18,0.49,1.5,0.041,39,130,0.9945,3.04,0.49,9.8,-46374.3134789302,215079.633744845,7
white,8.1,0.2,0.49,8.1,0.051,51,205,0.9954,3.1,0.52,11,-36556.117294679,194695.097999335,6
white,7.8,0.26,0.74,7.5,0.044,59,160,0.996,3.22,0.64,10,-46180.2759720818,218537.361982045,6
white,6.8,0.21,0.49,14.5,0.06,50,170,0.9991,3.55,0.44,9.8,-13887.6231340429,219225.0889354,6
white,7.9,0.2,0.49,1.6,0.053,15,144,0.993,3.16,0.47,10.5,-23675.493872651,240897.665173295,5
white,8,0.18,0.49,1.8,0.061,10,145,0.9942,3.23,0.48,10,-36132.3797137332,261415.479840939,5
white,8.8,0.23,0.74,3.2,0.042,15,126,0.9934,3.02,0.51,11.2,-21824.5912549214,238655.42436951,6
white,7.3,0.22,0.49,9.4,0.034,29,134,0.9939,2.99,0.32,11,-38035.3548205441,237378.852443864,7
white,7.3,0.22,0.49,9.9,0.031,48,161,0.9937,3.01,0.28,11.2,-23159.1386353374,240226.44840214,6
white,7.4,0.19,0.49,9.3,0.03,26,132,0.994,2.99,0.32,11,-16848.1359078959,222624.623055142,7
white,7.3,0.155,0.49,1.3,0.039,34,136,0.9926,3.14,0.77,10.5,-19009.5928661627,238377.544815058,6
white,8.2,0.22,0.49,9.6,0.037,53,154,0.9951,3.02,0.33,10.6,-17548.1503242514,212416.452323478,6
white,8.2,0.24,0.49,9.3,0.038,52,163,0.9952,3.02,0.33,10.6,-26007.3355491231,267423.315543597,6
white,8.4,0.23,0.49,7.8,0.035,22,95,0.9935,3.04,0.34,12,-32434.4258367056,213226.070880041,6
white,8.3,0.2,0.49,1.7,0.04,34,169,0.9938,3.05,0.37,10.1,-22280.7395737803,234811.655596299,5
white,8.3,0.2,0.49,1.7,0.038,38,167,0.9939,3.05,0.37,10.1,-36063.3845850967,237085.224898294,6
white,6.6,0.3,0.24,1.2,0.034,17,121,0.9933,3.13,0.36,9.2,-13449.9014450882,208394.286328257,5
white,6.9,0.21,0.49,1.4,0.041,15,164,0.9927,3.25,0.63,11,-25421.9379835415,231876.587024044,5
white,8,0.25,0.49,9,0.044,31,185,0.998,3.34,0.49,10,-25667.7439958274,266599.364313616,6
white,6.6,0.21,0.49,18.15,0.042,41,158,0.9997,3.28,0.39,8.7,-33772.9925652303,210399.055005188,6
white,7.2,0.27,0.74,12.5,0.037,47,156,0.9981,3.04,0.44,8.7,-23742.2609106589,246449.806098666,5
white,14.2,0.27,0.49,1.1,0.037,33,156,0.992,3.15,0.54,11.1,-29847.6629537391,264439.267190204,6
white,7.9,0.28,0.49,7.7,0.045,48,195,0.9954,3.04,0.55,11,-6827.49130920893,207174.566757447,6
white,7.4,0.27,0.49,1.1,0.037,33,156,0.992,3.15,0.54,11.1,-45914.8245568584,218667.649337361,6
white,6.6,0.21,0.49,18.15,0.042,41,158,0.9997,3.28,0.39,8.7,-10970.4914597941,199612.432786101,6
white,7.2,0.27,0.74,12.5,0.037,47,156,0.9981,3.04,0.44,8.7,-20474.1151922378,236994.085564984,5
white,8.1,0.3,0.49,8.1,0.037,26,174,0.9943,3.1,0.3,11.2,-11390.8780257028,270620.519291434,7
white,7.5,0.23,0.49,7.7,0.049,61,209,0.9941,3.14,0.3,11.1,-31639.0852280248,261037.689975646,7
white,7.3,0.26,0.49,5,0.028,32,107,0.9936,3.24,0.54,10.8,-20610.3217298018,239975.46207756,6
white,7.1,0.18,0.74,15.6,0.044,44,176,0.9996,3.38,0.67,9,19927.4030462818,206296.029929666,6
white,8.5,0.15,0.49,1.5,0.031,17,122,0.9932,3.03,0.4,10.3,11175.3093556826,197715.951108365,6
white,8.9,0.13,0.49,1,0.028,6,24,0.9926,2.91,0.32,9.9,-13181.562558843,211206.151589368,5
white,8.1,0.28,0.49,1,0.04,32,148,0.9936,3.13,0.41,10,-10484.0330807321,268914.715272912,6
white,6,0.17,0.49,1,0.034,26,106,0.992,3.21,0.42,9.8,-27334.0172605664,261548.963544624,6
white,7.3,0.26,0.49,5,0.028,32,107,0.9936,3.24,0.54,10.8,-13980.1946709926,202995.376536885,6
white,7.1,0.18,0.74,15.6,0.044,44,176,0.9996,3.38,0.67,9,-35743.2546312768,237639.105727574,6
white,7.1,0.53,0.24,0.8,0.029,29,86,0.993,3.16,0.32,9.1,-16107.5703230995,200756.554863695,4
white,7.2,0.16,0.49,1.3,0.037,27,104,0.9924,3.23,0.57,10.6,-28444.2651645611,197329.695650081,6
white,7.3,0.14,0.49,1.1,0.038,28,99,0.9928,3.2,0.72,10.6,-14991.8114212285,204837.359906649,6
white,8.9,0.13,0.49,1,0.028,6,24,0.9926,2.91,0.32,9.9,3982.89256397531,215537.103991532,5
white,7.9,0.12,0.49,5.2,0.049,33,152,0.9952,3.18,0.47,10.6,-19825.8037513518,200845.05852148,6
white,6.7,0.29,0.49,4.7,0.034,35,156,0.9945,3.13,0.45,9.9,-23891.7289075258,221355.084328821,6
white,6.7,0.3,0.49,4.8,0.034,36,158,0.9945,3.12,0.45,9.9,-11151.0379942266,271226.763937382,6
white,7.1,0.36,0.24,1.8,0.025,32,102,0.9903,3.34,0.59,12.8,3389.0725821605,187823.869465746,6
white,8.5,0.15,0.49,1.5,0.031,17,122,0.9932,3.03,0.4,10.3,-24064.0434366825,235619.581245516,6
white,7.9,0.18,0.49,5.2,0.051,36,157,0.9953,3.18,0.48,10.6,-36161.1111400961,237061.717199252,6
white,6.6,0.19,0.99,1.2,0.122,45,129,0.9936,3.09,0.31,8.7,11540.7185588714,196958.750768236,6
white,7.3,0.21,0.49,1.8,0.038,44,152,0.9912,3.32,0.44,12.6,-34537.7633185604,234391.635701887,7
white,6.9,0.3,0.49,7.6,0.057,25,156,0.9962,3.43,0.63,11,-33889.2801512846,214338.331201396,7
white,7.9,0.42,0.49,8.2,0.056,32,164,0.9965,3.29,0.6,11.2,-26722.5560137627,264304.049543728,7
white,6.9,0.24,0.49,1.3,0.032,35,148,0.9932,3.45,0.57,10.7,-28622.4441159506,258365.546874754,7
white,7.6,0.23,0.49,10,0.036,45,182,0.9967,3.08,0.58,9.6,-19882.117148858,218368.823831777,6
white,7.9,0.18,0.49,5.2,0.051,36,157,0.9953,3.18,0.48,10.6,-34958.4503352842,235397.901593995,6
white,6.2,0.43,0.49,6.4,0.045,12,115,0.9963,3.27,0.57,9,-21821.721407068,223302.805920459,4
white,8.8,0.35,0.49,1,0.036,14,56,0.992,2.96,0.33,10.5,-24948.3745000073,232769.630538768,4
white,7.8,0.3,0.74,1.8,0.033,33,156,0.991,3.29,0.52,12.8,-25261.4022614001,202781.682985595,6
white,9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,-31898.5149056371,264076.20951437,5
white,7.1,0.34,0.49,1.5,0.027,26,126,0.99,3.3,0.33,12.2,-24844.4612160814,249481.554705194,7
white,7.8,0.3,0.74,1.8,0.033,33,156,0.991,3.29,0.52,12.8,-20890.7682123333,265280.785252635,6
white,9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,12048.6584885325,196804.265408132,5
white,8.5,0.19,0.49,3.5,0.044,29,117,0.9938,3.14,0.51,10.1,-9707.48556354574,230480.283259413,6
white,7.6,0.18,0.49,18.05,0.046,36,158,0.9996,3.06,0.41,9.2,18618.1138523255,203799.729616237,5
white,7.5,0.19,0.49,1.8,0.055,19,110,0.9946,3.33,0.44,9.9,-30107.1991043976,192680.496228824,5
white,7.4,0.3,0.49,8.2,0.055,49,188,0.9974,3.52,0.58,9.7,-38970.6949209131,197502.039787724,6
white,6.7,0.3,0.74,5,0.038,35,157,0.9945,3.21,0.46,9.9,-21129.9267888935,194861.375182381,5
white,6.6,0.3,0.74,4.6,0.041,36,159,0.9946,3.21,0.45,9.9,-15457.4181047889,190499.267910319,5
white,7.4,0.3,0.49,8.2,0.055,49,188,0.9974,3.52,0.58,9.7,-24901.4939998468,247388.955118147,6
white,6.9,0.22,0.49,7,0.063,50,168,0.9957,3.54,0.5,10.3,-54040.158338806,220471.289307736,6
white,7.8,0.26,0.49,3.1,0.045,21,116,0.9931,3.16,0.35,10.3,-16867.6686463922,193101.936057324,5
white,8.5,0.17,0.49,8.8,0.048,23,108,0.9947,2.88,0.34,10.5,-46128.6149883668,227520.076756473,4
white,6.8,0.17,0.74,2.4,0.053,61,182,0.9953,3.63,0.76,10.5,11777.4679488207,202549.91375527,6
white,6.2,0.27,0.49,1.4,0.05,20,74,0.9931,3.32,0.44,9.8,7503.53569560087,198967.838596063,6
white,7.1,0.64,0.49,1.8,0.05,17,128,0.9946,3.31,0.58,10.6,-23421.6022221325,220944.860024129,4
white,6.4,0.18,0.74,11.9,0.046,54,168,0.9978,3.58,0.68,10.1,-18450.1496464958,216426.261509801,5
white,7.6,0.31,0.49,13.4,0.062,50,191,0.9989,3.22,0.53,9,-2536.17158132719,199772.999301325,4
white,9.8,0.31,0.49,15.4,0.046,13,119,1.0004,3.18,0.45,9.5,9377.43715109303,185740.566870196,5
white,9,0.3,0.49,7.2,0.039,32,84,0.9938,2.94,0.32,11.5,-33067.4414326169,212450.494760955,6
white,8.4,0.24,0.49,7.4,0.039,46,108,0.9934,3.03,0.33,11.9,-37977.8358350138,239903.126115196,7
white,6.4,0.18,0.74,11.9,0.046,54,168,0.9978,3.58,0.68,10.1,-8988.19740266015,273539.759765212,5
white,6.4,0.25,0.74,7.8,0.045,52,209,0.9956,3.21,0.42,9.2,-54261.8620312248,228249.537738553,6
white,7.3,0.3,0.74,13.5,0.039,46,165,0.9982,3.02,0.4,8.7,11761.2687244517,203545.189363031,5
white,9.3,0.31,0.49,1.3,0.042,34,147,0.9948,3.11,0.46,9.8,15577.7707929486,201392.865923044,5
white,6.4,0.25,0.74,7.8,0.045,52,209,0.9956,3.21,0.42,9.2,-26204.9989243689,267041.294021919,6
white,7.3,0.3,0.74,13.5,0.039,46,165,0.9982,3.02,0.4,8.7,-22492.8404952101,217725.846355235,5
white,7,0.27,0.74,1.5,0.036,27,122,0.9926,3.35,0.48,11.2,-22524.43386329,192963.336696927,6
white,7.9,0.14,0.74,1.2,0.028,30,165,0.991,3.08,0.82,12.3,-41383.2993746925,210707.505484377,6
white,6.4,0.12,0.49,6.4,0.042,49,161,0.9945,3.34,0.44,10.4,-24648.3985463112,229374.120520732,6
white,6.8,0.21,0.74,1.2,0.047,25,111,0.9916,3.13,0.41,10.7,-27396.0915977632,251145.018989863,6
white,8.6,0.16,0.49,7.3,0.043,9,63,0.9953,3.13,0.59,10.5,-17034.5966482315,222641.387622479,6
white,7,0.29,0.49,3.8,0.047,37,136,0.9938,2.95,0.4,9.4,-47642.549939697,224961.954245354,6
white,6.4,0.27,0.49,7.3,0.046,53,206,0.9956,3.24,0.43,9.2,-30671.2856689102,210007.942475208,6
white,6.6,0.55,0.01,2.7,0.034,56,122,0.9906,3.15,0.3,11.9,-27269.5438709616,193914.886367552,5
white,6.4,0.27,0.49,7.3,0.046,53,206,0.9956,3.24,0.43,9.2,-25282.402163594,206230.158406009,6
white,6.3,0.24,0.74,1.4,0.172,24,108,0.9932,3.27,0.39,9.9,-31491.5896925054,189340.212220538,6
white,6.7,0.33,0.49,1.6,0.167,20,94,0.9914,3.11,0.5,11.4,-19689.0066385177,202387.803065404,6
white,7,0.29,0.49,3.8,0.047,37,136,0.9938,2.95,0.4,9.4,-30374.713641625,232773.252420764,6
white,8.2,0.34,0.49,8,0.046,55,223,0.996,3.08,0.52,10.7,-20511.6474048521,237043.598627491,6
white,5.6,0.39,0.24,4.7,0.034,27,77,0.9906,3.28,0.36,12.7,-23431.2556403436,220790.739332177,5
white,5.6,0.41,0.24,1.9,0.034,10,53,0.98815,3.32,0.5,13.5,-13684.9715018542,240805.449025861,7
white,6.7,0.41,0.01,2.8,0.048,39,137,0.9942,3.24,0.35,9.5,-19569.5789545973,190506.51625186,5
white,7.1,0.26,0.49,2.2,0.032,31,113,0.9903,3.37,0.42,12.9,10854.9955430145,187330.565521182,9
white,7.5,0.32,0.49,1.7,0.031,44,109,0.9906,3.07,0.46,12.5,-48179.8101157452,223762.22936422,6
white,5.8,0.19,0.49,4.9,0.04,44,118,0.9935,3.34,0.38,9.5,-29666.6600579982,263617.996278732,7
white,6.9,0.27,0.49,23.5,0.057,59,235,1.0024,2.98,0.47,8.6,-32458.4983306527,261021.064791901,5
white,8.1,0.2,0.49,11.8,0.048,46,212,0.9968,3.09,0.46,10,-20834.414248622,235239.53419806,7
white,7.5,0.32,0.49,1.7,0.031,44,109,0.9906,3.07,0.46,12.5,-42832.9813783813,252963.626398054,6
white,8.2,0.26,0.49,5.2,0.04,19,100,0.9941,3.12,0.34,10.1,10426.1863642543,195827.655398418,6
white,7.8,0.26,0.49,3.2,0.027,28,87,0.9919,3.03,0.32,11.3,8278.07934129754,201120.419854014,7
white,8,0.14,0.49,1.5,0.035,42,120,0.9928,3.26,0.4,10.6,-21694.3730102975,222796.528022305,7
white,8,0.29,0.49,11.7,0.035,40,131,0.9958,3.14,0.34,10.8,-41873.7676247075,208311.865066842,5
white,7.5,0.19,0.49,1.6,0.047,42,140,0.9932,3.4,0.47,10.7,-33967.8680876183,235133.835393796,6
white,6.9,0.34,0.49,7.3,0.045,61,206,0.9957,3.09,0.4,9,-42665.3215922226,198872.544659037,6
white,6.2,0.2,0.49,1.6,0.065,17,143,0.9937,3.22,0.52,9.2,12938.3599590881,197937.074657051,6
white,6.4,0.37,0.49,13.3,0.045,53,243,0.9982,3.14,0.48,8.5,-25581.9947817464,242477.309425884,6
white,6.2,0.22,0.49,6,0.029,31,128,0.9928,3.41,0.36,11.3,-19208.5698131001,222899.972367848,8
white,7.8,0.26,0.49,3.2,0.027,28,87,0.9919,3.03,0.32,11.3,-13010.2752781315,230162.019164293,7
white,8.9,0.32,0.49,1.6,0.05,17,131,0.9956,3.13,0.34,9.4,-40713.2416979975,234374.602628609,5
white,6.5,0.44,0.49,7.7,0.045,16,169,0.9957,3.11,0.37,8.7,-8083.30781203683,204700.589204625,6
white,7,0.14,0.49,5.9,0.053,22,118,0.9954,3.36,0.36,9.4,-23379.8013923767,199667.121454538,6
white,9,0.17,0.49,1,0.039,46,131,0.993,3.09,0.51,10.5,-35537.4001753514,223090.452173898,7
white,6.4,0.26,0.49,6.4,0.037,37,161,0.9954,3.38,0.53,9.7,-35149.3142206199,229797.450395326,6
white,9,0.22,0.49,10.4,0.048,52,195,0.9987,3.31,0.44,10.2,-23311.9860861634,243250.953366752,6
white,8.9,0.32,0.49,1.6,0.05,17,131,0.9956,3.13,0.34,9.4,8679.83039576703,204668.724921939,5
white,8.2,0.2,0.49,3.5,0.057,14,108,0.9928,3.19,0.35,11.5,-14995.612237683,221746.658101438,6
white,7.8,0.15,0.24,7.7,0.047,21,98,0.9951,2.94,0.31,9.6,-42034.8590230548,227796.892197454,6
white,6.9,0.25,0.24,1.8,0.053,6,121,0.993,3.23,0.7,11.4,-49131.308561991,227454.413314265,5
white,8.2,0.2,0.49,3.5,0.057,14,108,0.9928,3.19,0.35,11.5,-10279.4216344008,272264.660547131,6
white,7.1,0.28,0.49,6.5,0.041,28,111,0.9926,3.41,0.58,12.2,-21129.7237732424,263095.062831566,8
white,7.4,0.19,0.49,6.7,0.037,15,110,0.9938,3.2,0.38,11,-12020.4979839681,211693.85308038,7
white,8.3,0.25,0.49,16.8,0.048,50,228,1.0001,3.03,0.52,9.2,11990.8303822653,195273.227303301,6
white,7.5,0.14,0.74,1.6,0.035,21,126,0.9933,3.26,0.45,10.2,-52746.7325731482,228164.688382974,6
white,7.8,0.49,0.49,7,0.043,29,149,0.9952,3.21,0.33,10,-13531.7638897038,200059.593570913,5
white,8.1,0.12,0.49,1.2,0.042,43,160,0.9934,3.13,0.48,9.7,-23995.6664489861,229973.322562128,6
white,7.6,0.47,0.49,13,0.239,42,220,0.9988,2.96,0.51,9.2,-20829.62816674,264151.302481452,5
white,7.9,0.22,0.49,3.8,0.042,26,105,0.993,3.1,0.39,10.5,-15387.6169268191,193724.247722531,5
white,7.8,0.49,0.49,7,0.043,29,149,0.9952,3.21,0.33,10,-33479.3807322635,197000.063776294,5
white,6.4,0.22,0.49,7.5,0.054,42,151,0.9948,3.27,0.52,10.1,-25327.4945312634,200738.684718138,6
white,7.3,0.19,0.49,15.55,0.058,50,134,0.9998,3.42,0.36,9.1,-29570.0149779019,235439.407981216,7
white,8.1,0.3,0.49,12.3,0.049,50,144,0.9971,3.09,0.57,10.2,-20354.4789600903,262365.673739414,7
white,7.3,0.19,0.49,15.55,0.058,50,134,0.9998,3.42,0.36,9.1,7877.84778808636,187364.981435739,7
white,7.5,0.24,0.49,9.4,0.048,50,149,0.9962,3.17,0.59,10.5,-41388.6653177364,263848.91716826,7
white,6.4,0.22,0.49,7.5,0.054,42,151,0.9948,3.27,0.52,10.1,-20989.0213049869,266906.832636796,6
white,7.8,0.21,0.49,1.2,0.036,20,99,0.99,3.05,0.28,12.1,-27206.3982962863,216762.673555313,7
white,7.1,0.3,0.49,1.6,0.045,31,100,0.9942,3.4,0.59,10.2,-15447.169037219,215308.416590346,5
white,6.9,0.26,0.49,1.6,0.058,39,166,0.9965,3.65,0.52,9.4,-25075.6110821204,263517.543446127,4
white,7.6,0.31,0.49,3.95,0.044,27,131,0.9912,3.08,0.67,12.8,-40395.652903466,210111.150448314,7
white,6.4,0.42,0.74,12.8,0.076,48,209,0.9978,3.12,0.58,9,-35315.7503490927,208921.58679203,6
white,8.2,0.29,0.49,1,0.044,29,118,0.9928,3.24,0.36,10.9,-31807.7705424624,212103.662038348,4
white,7.9,0.33,0.28,31.6,0.053,35,176,1.0103,3.15,0.38,8.8,-30562.9106470912,262362.009732552,6
white,6.6,0.46,0.49,7.4,0.052,19,184,0.9956,3.11,0.38,9,-32016.3717782138,260291.0077325,5
white,7.8,0.28,0.49,1.3,0.046,27,142,0.9936,3.09,0.59,10.2,-39569.862981024,198973.392090469,5
white,5.8,0.15,0.49,1.1,0.048,21,98,0.9929,3.19,0.48,9.2,-37683.7178981095,263999.300454096,5
white,7.8,0.4,0.49,7.8,0.06,34,162,0.9966,3.26,0.58,11.3,12136.3350401773,196006.752610956,6
white,6.6,0.31,0.49,7.7,0.05,52,220,0.9964,3.12,0.45,8.8,-15206.2752881548,188922.383241625,5
white,6.6,0.325,0.49,7.7,0.049,53,217,0.996,3.16,0.4,9.3,16096.5538621761,201873.957455261,5
white,6.6,0.27,0.49,7.8,0.049,62,217,0.9959,3.17,0.45,9.4,-19432.1714825036,200347.492038357,6
white,6.7,0.26,0.49,8.3,0.047,54,191,0.9954,3.23,0.4,10.3,-48482.3834001002,227888.06992156,6
white,6.7,0.21,0.49,1.4,0.047,30,114,0.9914,2.92,0.42,10.8,-53709.7446069769,229557.637710387,7
white,7.9,0.33,0.28,31.6,0.053,35,176,1.0103,3.15,0.38,8.8,5902.85552407767,186816.496729054,6
white,8.1,0.28,0.46,15.4,0.059,32,177,1.0004,3.27,0.58,9,12771.0808967705,205698.210475397,4
white,6.5,0.13,0.37,1,0.036,48,114,0.9911,3.41,0.51,11.5,12196.0337751183,197097.949434626,8
white,7.8,0.445,0.56,1,0.04,8,84,0.9938,3.25,0.43,10.8,-6874.26772629698,273916.390273203,5
white,8.8,0.39,0.34,5.9,0.055,33,128,0.9927,2.95,0.51,11.8,-38241.9811071034,231745.128805093,6
white,7.9,0.18,0.33,1.2,0.033,20,72,0.9922,3.12,0.38,10.5,-27491.373287607,264330.553751385,7
white,7.1,0.31,0.38,1.2,0.036,10,124,0.9924,3.14,0.44,9.9,11693.2529292646,192738.568413635,6
white,7.8,0.24,0.18,6.7,0.046,33,160,0.9963,3.2,0.56,9.8,-34322.5622703244,261973.03202425,6
white,7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4,3948.99164437776,186958.881838344,7
white,6.6,0.26,0.31,4.8,0.138,41,168,0.9951,3.2,0.38,9.3,-27703.2013671736,189960.074340109,5
white,6.6,0.27,0.31,5.3,0.137,35,163,0.9951,3.2,0.38,9.3,-44721.7351573575,225984.164915578,5
white,6.8,0.22,0.29,8.9,0.046,82,188,0.9955,3.3,0.44,10.3,-26263.0256550667,226601.465624761,6
white,6.2,0.27,0.32,8.8,0.047,65,224,0.9961,3.17,0.47,8.9,-17398.7316887339,213406.207344477,5
white,7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4,-13910.058006956,213801.725407639,7
white,7.3,0.23,0.37,1.8,0.032,60,156,0.992,3.11,0.35,11.1,-25049.9061528244,247918.648201836,6
white,6.2,0.3,0.2,6.6,0.045,42,170,0.9944,3.36,0.45,10.4,-36112.0458518518,264252.591801795,6
white,6.4,0.35,0.2,5.7,0.034,18,117,0.9944,3.33,0.43,10.1,9885.68620293175,192802.006218343,5
white,7.6,0.32,0.34,18.35,0.054,44,197,1.0008,3.22,0.55,9,-547.093569606902,188630.00729282,5
white,6.3,0.31,0.3,10,0.046,49,212,0.9962,3.74,0.55,11.9,-9892.55384543098,197630.016674223,6
white,7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,-30041.7680732023,191591.563716817,7
white,7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,9759.76364648418,204568.027722357,7
white,7.3,0.26,0.33,17.85,0.049,41.5,195,1,3.06,0.44,9.1,-15109.9758520429,226832.789743495,7
white,7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,-21195.0479188315,265155.679683751,7
white,7.4,0.26,0.37,9.4,0.047,42,147,0.9982,3.46,0.72,10,-24778.0822826158,233086.320008016,5
white,7.3,0.26,0.33,17.85,0.049,41.5,195,1,3.06,0.44,9.1,-34661.6107034707,193824.310031704,7
white,6.7,0.25,0.26,1.55,0.041,118.5,216,0.9949,3.55,0.63,9.4,15399.7942692649,199815.252997394,3
white,7.1,0.16,0.25,1.3,0.034,28,123,0.9915,3.27,0.55,11.4,6441.66749189928,191748.952517225,6
white,9,0.43,0.3,1.5,0.05,7,175,0.9951,3.11,0.45,9.7,9844.33296687975,198118.868859313,4
white,7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,-36537.4328712802,202363.478607477,7
white,7,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,11100.8725960837,192806.5294434,6
white,6.7,0.265,0.22,8.6,0.048,54,198,0.9955,3.25,0.41,10.2,18654.6967869379,203162.257035136,5
white,7.7,0.12,0.32,1.4,0.06,47,150,0.9952,3.37,0.42,9.2,20662.1115503675,206695.826228928,6
white,7.2,0.21,0.33,3,0.036,35,132,0.9928,3.25,0.4,11,-15697.6544920301,263554.638021745,6
white,8.5,0.32,0.36,14.9,0.041,47,190,0.9982,3.08,0.31,10,-18274.3531204745,202909.8197015,6
white,6.9,0.18,0.3,2,0.038,39,190,0.9914,3.32,0.37,12.2,-20847.7875794538,266886.879057286,6
white,7,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,-26356.1783826669,211953.39107437,6
white,6.3,0.26,0.29,2.2,0.043,35,175,0.9918,3.38,0.43,11.6,-19698.5712676473,201660.689197169,6
white,6.7,0.26,0.3,1.8,0.043,25,121,0.9944,3.44,0.61,10.2,-22732.4622648058,215102.048758709,6
white,7.9,0.29,0.36,11.1,0.033,43,208,0.9969,3.14,0.46,10.3,-11068.7259520326,191234.383362261,5
white,6.5,0.27,0.19,4.2,0.046,6,114,0.9955,3.25,0.35,8.6,9444.96362658838,185653.255009197,4
white,6.7,0.33,0.42,6.4,0.058,27,151,0.9954,3.16,0.44,9.6,-16461.6563619309,215573.976560124,5
white,6.7,0.31,0.42,6.4,0.057,25,148,0.9955,3.16,0.45,9.6,-26735.9564046765,236245.740629697,5
white,6.6,0.25,0.31,1.5,0.035,32,127,0.9921,3.41,0.47,11.3,-40331.5663570694,263619.45228203,6
white,6.4,0.24,0.22,1.5,0.038,38,157,0.9934,3.41,0.55,9.9,14910.0255958886,199449.244771567,6
white,6.8,0.26,0.29,16.95,0.056,48,179,0.9998,3.45,0.4,9.6,-11926.0974609292,193662.526855464,5
white,7,0.61,0.26,1.7,0.051,25,161,0.9946,3.36,0.6,10.6,-31182.3571551032,260681.405891109,4
white,6.8,0.22,0.3,13.6,0.055,50,180,0.9984,3.44,0.39,9.8,-39220.9307409382,220459.739713559,5
white,8.1,0.31,0.24,1.6,0.032,10,67,0.9924,3.08,0.47,10.5,9793.71139738246,197914.878132113,5
white,7,0.2,0.3,6.1,0.037,31,120,0.9939,3.24,0.51,10.8,-18081.4268238767,204058.755452912,5
white,7.9,0.18,0.37,3,0.061,25,178,0.995,3.22,0.51,10,-20060.7125961261,240075.097782186,6
white,6.6,0.34,0.27,6.2,0.059,23,136,0.9957,3.3,0.49,10.1,-26599.2205462902,263751.26533092,6
white,6.8,0.3,0.24,6.6,0.123,35,116,0.9953,3.07,0.48,9.4,21889.8257426265,205120.476997957,5
white,6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,-24047.8544104313,195074.92637747,8
white,7,0.21,0.31,6,0.046,29,108,0.9939,3.26,0.5,10.8,-20665.6747346965,239571.564505123,6
white,6.8,0.27,0.32,1.5,0.044,19,142,0.9921,3.1,0.43,9.9,-51588.1459647345,219842.699838137,6
white,9.3,0.2,0.33,1.7,0.05,28,178,0.9954,3.16,0.43,9,-20526.8314025655,236969.585147963,4
white,5.8,0.23,0.27,1.8,0.043,24,69,0.9933,3.38,0.31,9.4,-29777.9222854239,264099.809213408,6
white,7.6,0.2,0.39,2.6,0.044,30,180,0.9941,3.46,0.44,10.8,-16082.8892467041,199419.837874741,7
white,8.2,0.15,0.48,2.7,0.052,24,190,0.995,3.5,0.45,10.9,-20282.125078403,261822.020269743,7
white,7.5,0.4,1,19.5,0.041,33,148,0.9977,3.24,0.38,12,-50124.6172715882,232196.960044882,6
